BROKERTITLE,TYPE, PRICE ,BEDS,BATH,PROPERTYSQFT,ADDRESS,Neighborhood/Boroughs,State,Zipcode,ADMINISTRATIVE_AREA_LEVEL_2,LOCALITY,SUBLOCALITY,STREET_NAME,LONG_NAME,FORMATTED_ADDRESS,LATITUDE,LONGITUDE,Buyer_FirstNames,Buyer_LastName,Buyer_Email,Buyer_Phone,Buyer_STREET,Buyer_UNIT,Buyer_CITY,Buyer_DISTRICT,Buyer_REGION,Buyer_Zipcode,Buyer_budget,Seller_FirstNames,Seller_LastNames,Seller_Email,Seller_Phone,Seller_STREET,Seller_UNIT,Seller_CITY,Seller_DISTRICT,Seller_REGION,Seller_Zipcode,Employee_Lastnames,Employee_Firstnames,Employees_phone,Employees_email,Start_date,Position, Salary , Commission ,Appointment_Date,Appointment_Time,Attendence,Property_id,Date_post,Property_status,Transaction_id,Transaction_date,Payment_status,Rating
RE MAX Real Estate Professionals,House,"685,000.00",4,2,2269,263 Richmond Hill Rd,Staten Island,NY,10314,United States,New York,Richmond County,Staten Island,Richmond Hill Road,"263 Richmond Hill Rd, Staten Island, NY 10314, USA",40.5849183,-74.1599388,Davis, Christian,davischristian@example.com,152-237-3204,Lehigh Street,,Seneca,Ontario,NY,14561,688000,Spencer, Andre,spencerandre@example.com,154-288-7200,San Rafael Drive,,Pittsford,Monroe,NY,14618,Lewis, Joshua,640-998-6524,lewisjoshua@example.com,6/25/20,Lead Negotiator,"100,166.00","34,250.00",9/15/14,3:04:53 PM,TRUE,3807,11/11/07,Under Contract,3807,9/24/17,Completed,2
COMPASS,Co-op,"2,750,000.00",2,2,2184.207862,200 Central Park S Apt 20J,Manhattan,NY,10019,New York,New York County,New York,Manhattan,200,"200 Central Park S #20j, New York, NY 10019, USA",40.7666667,-73.9797008,Jones, Hubert,joneshubert@example.com,813-728-3463,Sycamore Street,,Oyster Bay,Nassau,NY,11758,2800000,Ballard, Brenden,ballardbrenden@example.com,156-970-4473,Inlet Road West,,Southampton,Suffolk,NY,11946,Deherrera, Marina,736-688-7434,deherreramarina@example.com,1/23/17,Real Estate Advisor,"69,930.00","137,500.00",5/14/18,12:18:48 PM,TRUE,3808,12/22/14,Withdrawn,3808,7/22/18,Canceled,3
Brown Harris Stevens,Co-op,"1,450,000.00",4,2,2184.207862,135 E 39th St Unit 1CD,Manhattan,NY,10016,New York,New York County,New York,Manhattan,135,"135 E 39th St #1c, New York, NY 10016, USA",40.7494389,-73.9768133,Wingo, Desiree,wingodesiree@example.com,199-164-7826,Oak Hill Road,,Horseheads,Chemung,NY,14845,1450000,el-Siddiqi, Lutfi,elsiddiqilutfi@example.com,844-749-3245,Cherrywood Ridge,,Holland,Erie,NY,14080,Reyes Lopez, Angelica,489-357-9414,reyeslopezangelica@example.com,8/15/17,Real Estate Advisor,"62,100.00","72,500.00",3/10/16,10:31:25 AM,FALSE,3809,3/15/15,Under Contract,3809,4/17/16,Completed,3
Keller Williams NYC,Townhouse,"3,400,000.00",5,4,4852,218 W 139th St Unit Th,New York,NY,10030,United States,New York,New York County,New York,West 139th Street,"218 W 139th St, New York, NY 10030, USA",40.8180997,-73.9429051,Vandriel, Karissa,vandrielkarissa@example.com,902-448-5485,Ohio Street,Apartment 33,Watertown,Jefferson,NY,13601,3460000,Velasquez, Dallas,velasquezdallas@example.com,525-826-4144,North Harrison Avenue,,Clarkstown,Rockland,NY,10920,Chacon, Selena,708-376-9263,chaconselena@example.com,5/5/21,Sales Associate,"50,000.00","170,000.00",1/28/11,4:18:37 PM,TRUE,3810,11/21/10,Pending,3810,11/6/11,Completed,3
B Square Realty,Co-op,"329,000.00",2,1,2184.207862,23-55 Bell Blvd Unit 4D,Bayside,NY,11360,New York,Queens County,Queens,Bayside,23-55,"23-55 Bell Blvd #4d, Bayside, NY 11360, USA",40.7807824,-73.7743544,al-Ramin, Ghaidaa,alraminghaidaa@example.com,137-181-4448,Wright Avenue,,Salina,Onondaga,NY,13211,328000,Hay, Kyle,haykyle@example.com,452-465-1771,Churchill Road,,Spafford,Onondaga,NY,13152,Hernandez, Andee,416-195-3366,hernandezandee@example.com,1/16/19,Listing Specialist,"50,000.00","16,450.00",11/21/19,12:58:04 PM,FALSE,3811,6/12/18,Under Contract,3811,9/4/22,Completed,3
Homefinders of SI Inc.,House,"699,000.00",3,2,1008,402 Grandview Ave,Staten Island,NY,10303,United States,New York,Richmond County,Staten Island,Grandview Avenue,"402 Grandview Ave, Staten Island, NY 10303, USA",40.6306551,-74.1655807,Lehi, Amya,lehiamya@example.com,141-210-6023,Hilltop Acres,,Yonkers,Westchester,NY,10704,622000,el-Edris, Haaritha,eledrishaaritha@example.com,226-664-2586,Croton Avenue,,Cortlandt,Westchester,NY,10567,Koester, Sarah,625-780-9778,koestersarah@example.com,4/16/21,Listing Specialist,"50,000.00","34,950.00",2/10/18,10:16:03 AM,TRUE,3812,1/14/18,Sold,3812,4/23/18,Completed,5
Monticello Real Estate Group,Multi-family,"1,075,000.00",7,3,2184.207862,198 Cooper St,Brooklyn,NY,11207,United States,New York,Kings County,Brooklyn,Cooper Street,"198 Cooper St, Brooklyn, NY 11207, USA",40.6888948,-73.9059091,Jiminez, Marly,jiminezmarly@example.com,152-000-4863,Wilbur Street,,Yonkers,Westchester,NY,10704,1090000,Hollis, Syerra,hollissyerra@example.com,530-743-3424,Innis Avenue,Apartment P1,Poughkeepsie,Dutchess,NY,12601,al-Hashemi, Sitaara,973-618-4819,alhashemisitaara@example.com,1/29/17,Lead Negotiator,"108,202.00","53,750.00",7/15/18,10:24:54 AM,TRUE,3813,11/27/17,Under Contract,3813,8/5/18,Completed,2
Houlihan Lawrence Inc.,Multi-family,"790,000.00",4,3,1784,1845 Tomlinson Ave,Bronx,NY,10461,United States,New York,Bronx County,The Bronx,Tomlinson Avenue,"1845 Tomlinson Ave, Bronx, NY 10461, USA",40.8510197,-73.8533944,Nguyen, Alexandra,nguyenalexandra@example.com,171-480-3592,Minisink Trail,,Lumberland,Sullivan,NY,12737,754000,Xiong, Jing,xiongjing@example.com,025-528-0946,Gabon Lane,,Brookhaven,Suffolk,NY,11727,Baker, Alexis,633-160-4014,bakeralexis@example.com,8/31/16,Real Estate Advisor,"86,900.00","39,500.00",3/31/16,11:59:32 AM,TRUE,3814,7/28/12,Sold,3814,10/12/21,Completed,5
Corcoran Park Avenue South,Co-op,"2,199,000.00",2,2,1770,565 W End Ave Apt 11D,New York,NY,10024,New York,New York County,New York,Manhattan,565,"565 West End Ave #11d, New York, NY 10024, USA",40.7899034,-73.9774703,Lange, Katie,langekatie@example.com,196-191-1761,Lakeview Drive,Apartment PH6,Peekskill,Westchester,NY,10566,2510000,Wamboldt, Shane,wamboldtshane@example.com,935-556-9088,County Road 27,,Masonville,Delaware,NY,13839,Saucedo, Edgar,239-810-6378,saucedoedgar@example.com,11/7/18,Listing Specialist,"130,405.00","109,950.00",4/2/15,12:52:09 PM,TRUE,3815,3/24/13,Pending,3815,12/13/18,Completed,3
COMPASS,Condo,"11,000,000.00",4,4,3452,177 9th Ave Ph A,Manhattan,NY,10011,United States,New York,New York County,New York,9th Avenue,"177 9th Ave, New York, NY 10011, USA",40.7450569,-74.0027927,Brunkhorst, Elaine,brunkhorstelaine@example.com,004-981-7306,Carpenter Avenue,,Newburgh,Orange,NY,12550,10400000,Sanchez, Elizabeth,sanchezelizabeth@example.com,126-764-8300,Gove Street,,Fort Covington,Franklin,NY,12937,Williams, Dominique,777-350-8562,williamsdominique@example.com,8/29/21,Buyer Agent,"66,681.00","550,000.00",8/21/21,3:25:08 PM,TRUE,3816,12/31/13,Withdrawn,3816,7/11/22,Canceled,3
Corcoran Chelsea/Flatiron,Co-op,"585,000.00",1,1,2184.207862,900 W 190th St Apt 14S,New York,NY,10040,New York,New York County,New York,Manhattan,900,"900 W 190th St #14d, New York, NY 10040, USA",40.8570262,-73.9361002,Garnett, Charles,garnettcharles@example.com,631-331-8769,Homestead Road East,,New Hartford,Oneida,NY,13323,593000,Ro, Matthew,romatthew@example.com,544-927-8536,Columbia Avenue,,Milton,Saratoga,NY,12020,al-Moustafa, Abdullah,967-363-2700,almoustafaabdullah@example.com,7/13/22,Lead Negotiator,"70,679.00","29,250.00",7/26/15,1:19:47 PM,TRUE,3817,10/20/11,Pending,3817,10/9/16,Completed,1
Serhant,Condo,"7,750,000.00",5,6,3701,50 Bridge Park Dr Unit 17AE,Brooklyn,NY,11201,New York,Kings County,Brooklyn,Brooklyn Heights,50,"50 Bridge Park Dr #17a, Brooklyn Heights, NY 11201, USA",40.692916,-74.0008815,Padilla, Cole,padillacole@example.com,186-779-0916,Magnolia Avenue,,Brookhaven,Suffolk,NY,11755,6220000,Flores, Arturo,floresarturo@example.com,540-959-1762,Foxwood Circle,,Mount Kisco,Westchester,NY,10549,Cloud, Samuel,662-648-5370,cloudsamuel@example.com,5/29/21,Lead Negotiator,"50,000.00","387,500.00",7/12/11,12:53:51 PM,TRUE,3818,3/7/07,Under Contract,3818,1/12/17,Completed,2
Serhant,Townhouse,"19,995,000.00",6,8,8757,80 Washington Pl,New York,NY,10011,United States,New York,New York County,New York,Washington Place,"80 Washington Pl, New York, NY 10011, USA",40.7318882,-73.9999891,Cloud, Othell,cloudothell@example.com,234-029-1157,Finchville Turnpike,,Mount Hope,Orange,NY,10963,18600000,Vera-Flores, Isaiah,verafloresisaiah@example.com,156-341-2239,Casimer Road,,Wallkill,Orange,NY,10941,Cloud, Samuel,662-648-5370,cloudsamuel@example.com,5/29/21,Lead Negotiator,"50,000.00","999,750.00",1/27/18,2:25:36 PM,TRUE,3819,6/16/14,Active,3819,11/5/21,Completed,3
Sotheby's International Realty - East Side Manhattan Brokerage,Co-op,"3,375,000.00",3,3,2184.207862,1165 Fifth Ave # 8C,New York,NY,10029,New York,New York County,New York,Manhattan,1165,"1165 5th Ave #8c, New York, NY 10029, USA",40.7888952,-73.9545865,al-Taha, Daawood,altahadaawood@example.com,044-271-1151,Crescent Street,,Jamestown,Chautauqua,NY,14701,3090000,Yohannes, Lanaya,yohanneslanaya@example.com,905-118-1373,Canisteo Street,,Hornell,Steuben,NY,14843,Kim, Wendy,879-357-8289,kimwendy@example.com,1/6/21,Buyer Agent,"250,000.00","168,750.00",3/2/10,9:11:18 AM,TRUE,3820,4/25/09,Withdrawn,3820,7/8/21,Canceled,2
ATLANTIC PROPERTIES REALTY INC,House,"1,175,000.00",3,2,2184.207862,3028 Brighton 7th St,Brooklyn,NY,11235,United States,New York,Kings County,Brooklyn,Brighton 7th Street,"3028 Brighton 7th St., Brooklyn, NY 11235, USA",40.5790606,-73.9612505,Hood, Breelyn,hoodbreelyn@example.com,295-883-9690,Elm Street,,Hempstead,Nassau,NY,11572,1310000,Garcia, Dajaun,garciadajaun@example.com,324-291-4163,Louisiana Street,,Long Beach,Nassau,NY,11561,al-Idris, Jasra,814-882-5766,alidrisjasra@example.com,1/27/22,Listing Specialist,"219,613.00","58,750.00",4/11/21,12:46:20 PM,TRUE,3821,5/27/20,Withdrawn,3821,8/27/21,Canceled,2
Corcoran West Side Gallery,Co-op,"3,150,000.00",4,3,2184.207862,101 W 81st St # 615/616,New York,NY,10024,United States,New York,New York County,New York,West 81st Street,"101 W 81st St, New York, NY 10024, USA",40.7835147,-73.9748183,Hill, Amelia,hillamelia@example.com,113-859-2751,Baker Street,Apartment 2,Riga,Monroe,NY,14428,3100000,Anderson, Elijah,andersonelijah@example.com,100-060-9389,Havenwood Hollow,,Perinton,Monroe,NY,14450,Cloud, Kyla,733-295-2685,cloudkyla@example.com,7/30/16,Lead Negotiator,"50,000.00","157,500.00",1/10/20,12:50:11 PM,TRUE,3822,3/19/17,Pending,3822,11/28/20,Completed,3
Brown Harris Stevens - 445 Park Avenue,Co-op,"15,000,000.00",4,6,2184.207862,820 Fifth Ave Unit Maisonette,Manhattan,NY,10065,United States,New York,New York County,New York,5th Avenue,"820 5th Ave, New York, NY 10065, USA",40.7668419,-73.9707457,Gonzales, Jenezza,gonzalesjenezza@example.com,403-342-4398,Allen Place,,Hempstead,Nassau,NY,11510,15200000,Salas-Smith, Henry,salassmithhenry@example.com,894-454-7570,Walnut Road,,Glen Cove,Nassau,NY,11542,Chipman, Maui,488-629-7741,chipmanmaui@example.com,8/31/20,Lead Negotiator,"50,000.00","750,000.00",10/2/13,1:08:41 PM,TRUE,3823,9/30/10,Active,3823,4/1/14,Completed,2
Douglas Elliman - 575 Madison Ave,Co-op,"3,150,000.00",4,4,2184.207862,870 Fifth Ave Unit 4H,New York,NY,10065,New York,New York County,New York,Manhattan,870,"870 5th Ave #4h, New York, NY 10065, USA",40.7699404,-73.9686033,Martinez, Dillon,martinezdillon@example.com,185-910-6918,Northview Avenue,,Hempstead,Nassau,NY,11793,3240000,Matlock, Felicia,matlockfelicia@example.com,076-475-4818,Cream Hill Road,,Dansville,Steuben,NY,14807,Dinius, Whitney,498-863-1828,diniuswhitney@example.com,7/15/23,Buyer Agent,"66,375.00","157,500.00",9/2/17,2:20:06 PM,FALSE,3824,7/18/15,Sold,3824,8/27/20,Completed,5
Douglas Elliman - Bayside,Pending,"825,000.00",2,1,2184.207862,33-11 73rd St,Jackson Heights,NY,11372,United States,New York,Queens County,Queens,73rd Street,"33-11 73rd St, Flushing, NY 11372, USA",40.7542784,-73.8933876,Kumar, Alex,kumaralex@example.com,918-019-5506,Patricia Drive,,West Seneca,Erie,NY,14224,781000,Duarte-Rodriguez, Cecilia,duarterodriguezcecilia@example.com,168-771-4015,Decker Road,,Stamford,Delaware,NY,12167,Quach, Timothy,759-766-9258,quachtimothy@example.com,2/19/18,Buyer Agent,"50,000.00","41,250.00",11/21/16,4:08:13 PM,FALSE,3825,4/4/13,Under Contract,3825,12/2/19,Pending,3
,House,"899,000.00",2,2,1056,1595 Independence Ave,Brooklyn,NY,11228,United States,New York,Kings County,Brooklyn,Independence Avenue,"1595 Independence Ave, Brooklyn, NY 11228, USA",40.603279,-74.014377,Chapin, Kathleen,chapinkathleen@example.com,241-046-9822,East Street,,Pittsford,Monroe,NY,14534,926000,el-Amir, Bakar,elamirbakar@example.com,101-652-5643,Saxony Place,,Hamburg,Erie,NY,14219,Craveiro, Lexy,342-739-8541,craveirolexy@example.com,8/7/21,Buyer Agent,"50,000.00","44,950.00",1/23/21,3:53:45 PM,TRUE,3826,9/17/20,Sold,3826,5/30/21,Completed,5
COMPASS,Condo,"795,000.00",1,1,860,350 E 62nd St Apt 3B,Manhattan,NY,10065,New York,New York County,New York,Manhattan,350,"350 E 62nd St #3b, New York, NY 10065, USA",40.7614804,-73.9610613,al-Mona, Taahir,almonataahir@example.com,195-735-3792,Community Drive,,Smithtown,Suffolk,NY,11787,914000,Langskov, Kelly,langskovkelly@example.com,136-294-6769,Prospect Road,,Westfield,Chautauqua,NY,14787,Salazar, Karla,909-814-7166,salazarkarla@example.com,8/9/21,Listing Specialist,"50,000.00","39,750.00",6/22/22,1:43:33 PM,TRUE,3827,8/19/14,Sold,3827,11/10/22,Completed,5
RE MAX Real Estate Professionals,Co-op,"275,000.00",1,1,880,275 Webster Ave Apt 5A,Brooklyn,NY,11230,New York,Kings County,Brooklyn,Kensington,275,"275 Webster Ave #5a, Brooklyn, NY 11230, USA",40.6329634,-73.9709274,Saeed, Johnny,saeedjohnny@example.com,785-911-8833,Victor Lane,,Poughkeepsie,Dutchess,NY,12601,291000,Bandt Law, Nolan,bandtlawnolan@example.com,304-271-0595,Wheelright Way,,Smithtown,Suffolk,NY,11787,Lewis, Joshua,640-998-6524,lewisjoshua@example.com,6/25/20,Lead Negotiator,"100,166.00","13,750.00",8/1/16,3:09:51 PM,TRUE,3828,9/30/06,Under Contract,3828,9/21/19,Completed,2
RE MAX Distinguished Homes & Properties,Multi-family,"775,000.00",6,2,2910,1989 Cruger Ave,Bronx,NY,10462,United States,New York,Bronx County,The Bronx,Cruger Avenue,"1989 Cruger Ave, Bronx, NY 10462, USA",40.8501271,-73.8669885,Kadarisman, Sylvia,kadarismansylvia@example.com,125-529-8434,Main Street,Suite L2,White Plains,Westchester,NY,10601,830000,Palaniappan, Colette,palaniappancolette@example.com,059-792-3532,Penwood Road,,Bedford,Westchester,NY,10549,Shafi, Andy,451-716-5845,shafiandy@example.com,9/9/19,Buyer Agent,"83,424.00","38,750.00",8/7/19,1:26:57 PM,TRUE,3829,4/1/19,Active,3829,12/21/21,Completed,3
Douglas Elliman - 575 Madison Ave,House,"2,150,000.00",2,2,2184.207862,300 E 40th St Apt 28B,New York,NY,10016,New York,New York County,New York,Manhattan,300,"300 E 40th St #28b, New York, NY 10016, USA",40.7479844,-73.9728389,Espino Silva, Maria,espinosilvamaria@example.com,833-956-2714,Village Road,,North Hempstead,Nassau,NY,11030,1970000,Rockwell, Charles,rockwellcharles@example.com,911-235-6321,Antwerp Street,,Buffalo,Erie,NY,14211,Ross, Darrin,479-408-5989,rossdarrin@example.com,1/19/17,Sales Associate,"73,498.00","107,500.00",1/20/09,2:13:01 PM,TRUE,3830,10/29/08,Sold,3830,5/20/09,Completed,4
Amorelli Realty LLC,House,"899,000.00",3,1,2184.207862,32-50 53 Pl,Woodside,NY,11377,United States,New York,Queens County,Queens,53rd Place,"32-50 53rd Pl, Woodside, NY 11377, USA",40.7543613,-73.9077947,Hall Edmond, Fadil,halledmondfadil@example.com,148-427-6032,Maple Avenue,,Richland,Oswego,NY,13142,915000,Zhang, Beth,zhangbeth@example.com,135-581-5925,Hertel Avenue,Apartment 1,Buffalo,Erie,NY,14216,Fox-Million, Spencer,540-854-8630,foxmillionspencer@example.com,6/4/17,Sales Associate,"50,000.00","44,950.00",4/18/18,12:52:11 PM,FALSE,3831,8/11/17,Sold,3831,6/26/21,Completed,4
Call It Home Realty LLC,House,"699,000.00",5,4,1838,2845 Decatur Ave,Bronx,NY,10458,United States,New York,Bronx County,The Bronx,Decatur Avenue,"2845 Decatur Ave, Bronx, NY 10458, USA",40.8677282,-73.8849595,Hubbard, Ashlee,hubbardashlee@example.com,799-572-6401,County Line Road,,Hanover,Chautauqua,NY,14062,719000,Karg, Aaron,kargaaron@example.com,641-522-5780,College Avenue,Unit 3,Clarkstown,Rockland,NY,10954,Parker, Emilio,481-581-4361,parkeremilio@example.com,1/4/17,Listing Specialist,"50,000.00","34,950.00",12/10/09,12:24:12 PM,TRUE,3832,3/15/06,Withdrawn,3832,5/20/18,Canceled,3
Promise Realty LLC,Multi-family,"904,000.00",4,3,2184.207862,158-20 77 Ave,Fresh Meadows,NY,11366,United States,New York,Queens County,Queens,77th Avenue,"158-20 77th Ave, Flushing, NY 11366, USA",40.7236308,-73.8094885,el-Ally, Mutammam,elallymutammam@example.com,173-241-0371,Shady Tree Lane,,Cobleskill,Schoharie,NY,12092,844000,el-Mir, Daamir,elmirdaamir@example.com,071-211-3260,Gardiner Drive,,Islip,Suffolk,NY,11706,Blanco, Johnnie,328-287-6083,blancojohnnie@example.com,12/8/15,Buyer Agent,"61,659.00","45,200.00",10/3/17,1:29:12 PM,TRUE,3833,4/16/08,Sold,3833,11/30/22,Completed,3
Parkside Realty Of Queens Inc,House,"669,000.00",3,1,2184.207862,91-09 95th St,Woodhaven,NY,11421,United States,New York,Queens County,Queens,95th Street,"91-09 95th St, Jamaica, NY 11421, USA",40.6899622,-73.8484421,Parsons, Isaiah,parsonsisaiah@example.com,193-548-9860,Wolf Hollow Road,,Onondaga,Onondaga,NY,13219,676000,al-Darwish, Ghaidaa,aldarwishghaidaa@example.com,355-030-8583,Hog Creek Lane,,East Hampton,Suffolk,NY,11937,Lee, Robyn,619-518-2226,leerobyn@example.com,3/1/19,Sales Associate,"73,908.00","33,450.00",2/23/18,3:51:39 PM,TRUE,3834,11/1/17,Sold,3834,11/28/18,Completed,4
E Z Sell Realty,Co-op,"279,000.00",1,1,2184.207862,99-05 63rd Dr Unit 14U,Rego Park,NY,11374,New York,Queens County,Queens,Rego Park,9905,"9905 63rd Dr Apt 14f, Rego Park, NY 11374, USA",40.7312899,-73.85773,Mcmillion-Colbert, Shomanique,mcmillioncolbertshomanique@example.com,623-611-1266,Phelps Street,,Oneida,Madison,NY,13421,334000,el-Miah, Ma,elmiahmaroof@example.com,332-986-9542,Cherry Lane,,Huntington,Suffolk,NY,11743,Buted, Alex,702-722-2197,butedalex@example.com,1/22/16,Buyer Agent,"79,489.00","13,950.00",11/16/16,1:18:43 PM,TRUE,3835,12/9/10,Sold,3835,7/25/20,Completed,5
NEXTHOME PLATINUM PROPERTIES,Co-op,"330,000.00",1,1,656,17-85 215th St Unit 6K,Bayside,NY,11360,New York,Queens County,Queens,Flushing,17-85,"17-85 215th St #6k, Flushing, NY 11360, USA",40.7843012,-73.7761962,Nash, Charles,nashcharles@example.com,180-390-1975,Pendleton Street,,Cortland,Cortland,NY,13045,297000,Fischer, Matthew,fischermatthew@example.com,156-501-9665,Giles Street,,Ithaca,Tompkins,NY,14850,Loughe, Dylan,572-274-3197,loughedylan@example.com,4/4/15,Real Estate Advisor,"88,602.00","16,500.00",4/19/22,3:17:12 PM,TRUE,3836,7/17/20,Withdrawn,3836,12/2/22,Canceled,2
ATLANTIC PROPERTIES REALTY INC,House,"1,175,000.00",3,2,2184.207862,3028 Brighton 7th St,Brooklyn,NY,11235,United States,New York,Kings County,Brooklyn,Brighton 7th Street,"3028 Brighton 7th St., Brooklyn, NY 11235, USA",40.5790606,-73.9612505,el-Mansoor, Zain,elmansoorzain@example.com,991-457-8347,Higby Road,,Utica,Oneida,NY,13501,1230000,Tuggle, Mahkaeli,tugglemahkaeli@example.com,933-366-2389,South Forest Avenue,,Hempstead,Nassau,NY,11570,al-Idris, Jasra,814-882-5766,alidrisjasra@example.com,1/27/22,Listing Specialist,"219,613.00","58,750.00",10/29/15,1:59:10 PM,TRUE,3837,11/10/14,Active,3837,11/7/15,Completed,2
"CLAS - Classic Marketing, LLC",Co-op,"399,000.00",3,1,2184.207862,220 E 73rd St Unit 8G,New York,NY,10021,New York,New York County,New York,Manhattan,220,"220 E 73rd St #8g, New York, NY 10021, USA",40.7697297,-73.9590126,Nguyen, Tove,nguyentove@example.com,733-156-3559,Corbin Hill Road,,Highlands,Orange,NY,10928,356000,Parham, Kassidy,parhamkassidy@example.com,017-833-2688,Hemlock Terrace,,Carmel,Putnam,NY,10512,el-Sultan, Dhaahir,478-705-6822,elsultandhaahir@example.com,3/1/20,Lead Negotiator,"209,006.00","19,950.00",7/19/20,4:56:51 PM,TRUE,3838,8/20/17,Pending,3838,6/17/22,Completed,1
Corcoran East Side,Co-op,"740,000.00",2,1,2184.207862,609 Columbus Ave Apt 18D,New York,NY,10024,New York,New York County,New York,Manhattan,609,"609 Columbus Ave #18d, New York, NY 10024, USA",40.7887084,-73.9700091,Yu, Diana,yudiana@example.com,290-392-8936,Broadway Street,Suite 2,Cheektowaga,Erie,NY,14227,766000,Lehi, Jessica,lehijessica@example.com,497-078-8115,South Main Street,,Le Ray,Jefferson,NY,13637,Lee, Kimball,530-573-5620,leekimball@example.com,7/9/19,Lead Negotiator,"73,303.00","37,000.00",4/13/21,12:31:04 PM,TRUE,3839,12/30/18,Pending,3839,6/17/21,Completed,1
Macaluso Realty,House,"590,000.00",5,3,1152,665 Nasby Pl,Far Rockaway,NY,11691,United States,New York,Queens County,Queens,Nasby Place,"665 Nasby Pl, Far Rockaway, NY 11691, USA",40.6019328,-73.7587155,Marshall, Alexah,marshallalexah@example.com,144-875-7632,Namkee Road,,Brookhaven,Suffolk,NY,11715,528000,Testerman, Caylyn,testermancaylyn@example.com,001-316-1458,Cascade Road,Apartment 101,North Elba,Essex,NY,12946,Embry, Richard,658-266-4362,embryrichard@example.com,3/4/17,Real Estate Advisor,"50,000.00","29,500.00",8/1/15,3:56:31 PM,TRUE,3840,2/21/11,Withdrawn,3840,10/1/15,Canceled,2
RE MAX Distinguished Homes & Properties,Multi-family,"775,000.00",6,2,2910,1989 Cruger Ave,Bronx,NY,10462,United States,New York,Bronx County,The Bronx,Cruger Avenue,"1989 Cruger Ave, Bronx, NY 10462, USA",40.8501271,-73.8669885,Cung, Zhaoxian,cungzhaoxian@example.com,764-427-1025,School Street,,Yorkshire,Cattaraugus,NY,14042,820000,Bernatchez, David,bernatchezdavid@example.com,835-627-5136,Colin Street,,Greece,Monroe,NY,14615,Shafi, Andy,451-716-5845,shafiandy@example.com,9/9/19,Buyer Agent,"83,424.00","38,750.00",5/21/20,2:06:07 PM,FALSE,3841,2/22/19,Withdrawn,3841,11/15/20,Canceled,2
Coordinate,House,"1,250,000.00",3,2,2049,134 E 35th St,Brooklyn,NY,11203,United States,New York,Kings County,Brooklyn,East 35th Street,"134 E 35th St, Brooklyn, NY 11203, USA",40.6520971,-73.9451094,O'Connor, Dante,oconnordante@example.com,463-646-8816,Penet Square Drive,Apartment 604,Orleans,Jefferson,NY,13656,1090000,al-Daoud, Dhaki,aldaouddhaki@example.com,446-760-2078,Harrison Street,,East Hampton,Suffolk,NY,11963,el-Masood, Saalim,255-796-7121,elmasoodsaalim@example.com,8/14/20,Listing Specialist,"54,379.00","62,500.00",4/3/21,9:03:37 AM,TRUE,3842,3/10/21,Active,3842,4/23/21,Completed,2
